,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
84,GO:BP,GO:0002483,antigen processing and presentation of endogenous peptide antigen,0.0019302277788548865,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC protein complex. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell."" [GOC:add, ISBN:0781735149]",39,93,5,21272,0.053763440860215055,0.1282051282051282,query_1,"['GO:0019883', 'GO:0048002']"
85,GO:BP,GO:0019883,antigen processing and presentation of endogenous antigen,0.0021983834361312795,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of endogenous origin on its cell surface in association with an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",40,93,5,21272,0.053763440860215055,0.125,query_1,['GO:0019882']
86,KEGG,KEGG:05320,Autoimmune thyroid disease,0.0025582142857720437,True,Autoimmune thyroid disease,69,46,5,8359,0.10869565217391304,0.07246376811594203,query_1,['KEGG:00000']
87,GO:BP,GO:0050789,regulation of biological process,0.002950390591830556,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",12647,93,77,21272,0.8279569892473119,0.006088400411164703,query_1,"['GO:0008150', 'GO:0065007']"
88,KEGG,KEGG:04145,Phagosome,0.0031946212040541476,True,Phagosome,176,46,7,8359,0.15217391304347827,0.03977272727272727,query_1,['KEGG:00000']
89,GO:BP,GO:0065007,biological regulation,0.0038768611919758277,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",13274,93,79,21272,0.8494623655913979,0.005951484104263975,query_1,['GO:0008150']
90,GO:BP,GO:0001916,positive regulation of T cell mediated cytotoxicity,0.005002688928523156,True,"""Any process that activates or increases the frequency, rate or extent of T cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",47,93,5,21272,0.053763440860215055,0.10638297872340426,query_1,"['GO:0001912', 'GO:0001913', 'GO:0001914', 'GO:0002711']"
91,GO:BP,GO:1904645,response to amyloid-beta,0.005002688928523156,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:23555824]",47,93,5,21272,0.053763440860215055,0.10638297872340426,query_1,['GO:1901652']
92,GO:MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",0.005365503563855592,True,"""A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units."" [GOC:txnOH-2018]",788,95,14,21090,0.14736842105263157,0.017766497461928935,query_1,['GO:0003700']
93,KEGG,KEGG:04612,Antigen processing and presentation,0.006608958351153208,True,Antigen processing and presentation,84,46,5,8359,0.10869565217391304,0.05952380952380952,query_1,['KEGG:00000']
94,GO:BP,GO:0001914,regulation of T cell mediated cytotoxicity,0.008331329932144249,True,"""Any process that modulates the frequency, rate, or extent of T cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",52,93,5,21272,0.053763440860215055,0.09615384615384616,query_1,"['GO:0001910', 'GO:0001913', 'GO:0002709']"
95,GO:BP,GO:0045892,"negative regulation of transcription, DNA-templated",0.009386839754249691,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1320,93,19,21272,0.20430107526881722,0.014393939393939395,query_1,"['GO:0006351', 'GO:0006355', 'GO:0010629', 'GO:1903507', 'GO:2000113']"
96,GO:BP,GO:0050794,regulation of cellular process,0.010091150652843951,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",12126,93,74,21272,0.7956989247311828,0.006102589477156523,query_1,"['GO:0009987', 'GO:0050789']"
97,GO:BP,GO:1903507,negative regulation of nucleic acid-templated transcription,0.013862309120375662,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]",1356,93,19,21272,0.20430107526881722,0.014011799410029498,query_1,"['GO:0097659', 'GO:1902679', 'GO:1903506']"
98,GO:BP,GO:1902679,negative regulation of RNA biosynthetic process,0.01401045681448582,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1357,93,19,21272,0.20430107526881722,0.01400147383935151,query_1,"['GO:0010558', 'GO:0031327', 'GO:0032774', 'GO:0051253', 'GO:2001141']"
99,GO:MF,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",0.015025442632785687,True,"""A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to repress or decrease transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units."" [GOC:txnOH-2018]",272,95,8,21090,0.08421052631578947,0.029411764705882353,query_1,"['GO:0000981', 'GO:0001217']"
100,GO:MF,GO:0001217,DNA-binding transcription repressor activity,0.015422383309358035,True,"""Interacting selectively and non-covalently with a specific DNA sequence in order to stop, prevent, or reduce the frequency, rate or extent of transcription by a RNA polymerase."" [GOC:krc]",273,95,8,21090,0.08421052631578947,0.029304029304029304,query_1,['GO:0003700']
101,GO:CC,GO:0012506,vesicle membrane,0.016671234318837363,True,"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]",491,94,10,21187,0.10638297872340426,0.020366598778004074,query_1,"['GO:0031090', 'GO:0031982']"
102,GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II,0.016822908620926544,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",884,93,15,21272,0.16129032258064516,0.016968325791855202,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045892']"
103,GO:BP,GO:0001913,T cell mediated cytotoxicity,0.02531921291581924,True,"""The directed killing of a target cell by a T cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors."" [GOC:add, GOC:pr, ISBN:0781735149, PMID:11911826]",65,93,5,21272,0.053763440860215055,0.07692307692307693,query_1,"['GO:0001909', 'GO:0002456']"
104,GO:BP,GO:0048002,antigen processing and presentation of peptide antigen,0.02531921291581924,True,"""The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC protein complex on its cell surface, including proteolysis and transport steps for the peptide antigen both prior to and following assembly with the MHC protein complex. The peptide antigen is typically, but not always, processed from an endogenous or exogenous protein."" [GOC:add, ISBN:0781735149, PMID:15771591]",65,93,5,21272,0.053763440860215055,0.07692307692307693,query_1,['GO:0019882']
105,GO:BP,GO:0009890,negative regulation of biosynthetic process,0.026358571623412038,True,"""Any process that stops, prevents, or reduces the rate of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",1691,93,21,21272,0.22580645161290322,0.012418687167356593,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009892']"
106,GO:MF,GO:0044877,protein-containing complex binding,0.029685083160634246,True,"""Interacting selectively and non-covalently with a macromolecular complex."" [GOC:jl]",1433,95,18,21090,0.18947368421052632,0.01256106071179344,query_1,['GO:0005488']
107,GO:BP,GO:0006807,nitrogen compound metabolic process,0.031864191543163264,True,"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]",9681,93,63,21272,0.6774193548387096,0.006507592190889371,query_1,['GO:0008152']
108,GO:BP,GO:0051253,negative regulation of RNA metabolic process,0.034990127138883734,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1447,93,19,21272,0.20430107526881722,0.013130615065653075,query_1,"['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']"
109,KEGG,KEGG:05165,Human papillomavirus infection,0.03828175404273023,True,Human papillomavirus infection,346,46,8,8359,0.17391304347826086,0.023121387283236993,query_1,['KEGG:00000']
110,GO:BP,GO:0002711,positive regulation of T cell mediated immunity,0.03909468608498709,True,"""Any process that activates or increases the frequency, rate, or extent of T cell mediated immunity."" [GOC:add]",71,93,5,21272,0.053763440860215055,0.07042253521126761,query_1,"['GO:0002456', 'GO:0002708', 'GO:0002709', 'GO:0002824']"
111,GO:MF,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,0.04230823838880807,True,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]",832,95,13,21090,0.1368421052631579,0.015625,query_1,['GO:0000976']
112,GO:BP,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,0.04787294809888112,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte mediated cytotoxicity."" [GOC:add, ISBN:0781735149, PMID:11911826]",74,93,5,21272,0.053763440860215055,0.06756756756756757,query_1,"['GO:0001909', 'GO:0001910', 'GO:0002705', 'GO:0031343']"
